"AAAA","BBB"
"GPSData(longitude=15.8687, latitude=49.4125, altitude=8054.8, track=341.3, ground_speed=223.4)","AttitudeData(true_heading=341.3, pitch=2.61, roll=0.0)",1744315331.985596
"GPSData(longitude=15.8676, latitude=49.4145, altitude=8059.7, track=341.3, ground_speed=223.4)","AttitudeData(true_heading=341.3, pitch=2.61, roll=0.0)",1744315333.0065548
"GPSData(longitude=15.8666, latitude=49.4165, altitude=8064.7, track=341.3, ground_speed=223.5)","AttitudeData(true_heading=341.3, pitch=2.61, roll=-0.0)",1744315334.031935
"GPSData(longitude=15.8656, latitude=49.4185, altitude=8069.6, track=341.3, ground_speed=223.6)","AttitudeData(true_heading=341.3, pitch=2.61, roll=-0.0)",1744315335.05665
"GPSData(longitude=15.8645, latitude=49.4205, altitude=8074.5, track=341.3, ground_speed=223.6)","AttitudeData(true_heading=341.3, pitch=2.61, roll=0.0)",1744315336.077594
"GPSData(longitude=15.8635, latitude=49.4225, altitude=8079.5, track=341.3, ground_speed=223.7)","AttitudeData(true_heading=341.3, pitch=2.6, roll=-0.0)",1744315337.105165
"GPSData(longitude=15.8624, latitude=49.4245, altitude=8084.5, track=341.3, ground_speed=223.7)","AttitudeData(true_heading=341.3, pitch=2.6, roll=-0.0)",1744315338.130086
"GPSData(longitude=15.8616, latitude=49.4261, altitude=8088.5, track=341.3, ground_speed=223.8)","AttitudeData(true_heading=341.3, pitch=2.6, roll=-0.0)",1744315339.152359
"GPSData(longitude=15.8606, latitude=49.4281, altitude=8093.4, track=341.3, ground_speed=223.8)","AttitudeData(true_heading=341.3, pitch=2.6, roll=0.0)",1744315340.179305
"GPSData(longitude=15.8595, latitude=49.4301, altitude=8098.3, track=341.3, ground_speed=223.9)","AttitudeData(true_heading=341.3, pitch=2.59, roll=-0.0)",1744315341.2010372
"GPSData(longitude=15.8585, latitude=49.4321, altitude=8103.2, track=341.3, ground_speed=223.9)","AttitudeData(true_heading=341.3, pitch=2.59, roll=-0.0)",1744315342.220853
"GPSData(longitude=15.8575, latitude=49.4341, altitude=8108.1, track=341.3, ground_speed=224.0)","AttitudeData(true_heading=341.3, pitch=2.59, roll=0.0)",1744315343.2433789
"GPSData(longitude=15.8564, latitude=49.436, altitude=8112.9, track=341.3, ground_speed=224.0)","AttitudeData(true_heading=341.3, pitch=2.59, roll=0.0)",1744315344.268505
"GPSData(longitude=15.8554, latitude=49.438, altitude=8117.8, track=341.3, ground_speed=224.1)","AttitudeData(true_heading=341.3, pitch=2.58, roll=-0.0)",1744315345.292523
"GPSData(longitude=15.8544, latitude=49.44, altitude=8122.7, track=341.3, ground_speed=224.2)","AttitudeData(true_heading=341.3, pitch=2.58, roll=-0.0)",1744315346.318217
"GPSData(longitude=15.8533, latitude=49.442, altitude=8127.5, track=341.3, ground_speed=224.2)","AttitudeData(true_heading=341.3, pitch=2.58, roll=-0.0)",1744315347.343526
"GPSData(longitude=15.8525, latitude=49.4436, altitude=8131.4, track=341.3, ground_speed=224.3)","AttitudeData(true_heading=341.3, pitch=2.58, roll=-0.0)",1744315348.3694038
"GPSData(longitude=15.8515, latitude=49.4456, altitude=8136.2, track=341.3, ground_speed=224.3)","AttitudeData(true_heading=341.3, pitch=2.58, roll=-0.0)",1744315349.381876
"GPSData(longitude=15.8504, latitude=49.4476, altitude=8141.1, track=341.3, ground_speed=224.4)","AttitudeData(true_heading=341.3, pitch=2.58, roll=-0.0)",1744315350.395948
"GPSData(longitude=15.8494, latitude=49.4496, altitude=8145.8, track=341.3, ground_speed=224.4)","AttitudeData(true_heading=341.3, pitch=2.57, roll=-0.01)",1744315351.4094348
"GPSData(longitude=15.8484, latitude=49.4516, altitude=8150.7, track=341.3, ground_speed=224.5)","AttitudeData(true_heading=341.3, pitch=2.57, roll=-0.0)",1744315352.4231732
"GPSData(longitude=15.8473, latitude=49.4536, altitude=8155.5, track=341.3, ground_speed=224.5)","AttitudeData(true_heading=341.3, pitch=2.57, roll=0.0)",1744315353.435447
"GPSData(longitude=15.8463, latitude=49.4556, altitude=8160.2, track=341.3, ground_speed=224.6)","AttitudeData(true_heading=341.3, pitch=2.57, roll=0.0)",1744315354.448544
"GPSData(longitude=15.8453, latitude=49.4575, altitude=8164.9, track=341.3, ground_speed=224.6)","AttitudeData(true_heading=341.3, pitch=2.57, roll=0.0)",1744315355.463213
"GPSData(longitude=15.8444, latitude=49.4591, altitude=8168.8, track=341.3, ground_speed=224.7)","AttitudeData(true_heading=341.3, pitch=2.56, roll=0.0)",1744315356.4769092
"GPSData(longitude=15.8434, latitude=49.4611, altitude=8173.6, track=341.3, ground_speed=224.7)","AttitudeData(true_heading=341.3, pitch=2.56, roll=0.0)",1744315357.49281
"GPSData(longitude=15.8424, latitude=49.4631, altitude=8178.3, track=341.3, ground_speed=224.8)","AttitudeData(true_heading=341.3, pitch=2.56, roll=0.0)",1744315358.507162
"GPSData(longitude=15.8413, latitude=49.4652, altitude=8183.1, track=341.3, ground_speed=224.9)","AttitudeData(true_heading=341.3, pitch=2.56, roll=-0.0)",1744315359.520581
"GPSData(longitude=15.8403, latitude=49.4672, altitude=8187.9, track=341.3, ground_speed=224.9)","AttitudeData(true_heading=341.3, pitch=2.56, roll=-0.01)",1744315360.5346
"GPSData(longitude=15.8392, latitude=49.4691, altitude=8192.6, track=341.3, ground_speed=225.0)","AttitudeData(true_heading=341.3, pitch=2.56, roll=-0.0)",1744315361.548882
"GPSData(longitude=15.8384, latitude=49.4707, altitude=8196.4, track=341.3, ground_speed=225.0)","AttitudeData(true_heading=341.3, pitch=2.56, roll=-0.0)",1744315362.561428
"GPSData(longitude=15.8374, latitude=49.4727, altitude=8201.2, track=341.3, ground_speed=225.1)","AttitudeData(true_heading=341.3, pitch=2.55, roll=-0.0)",1744315363.576438
"GPSData(longitude=15.8363, latitude=49.4747, altitude=8205.9, track=341.3, ground_speed=225.1)","AttitudeData(true_heading=341.3, pitch=2.55, roll=0.0)",1744315364.590243
"GPSData(longitude=15.8353, latitude=49.4767, altitude=8210.6, track=341.3, ground_speed=225.2)","AttitudeData(true_heading=341.3, pitch=2.55, roll=-0.0)",1744315365.6040041
"GPSData(longitude=15.8343, latitude=49.4787, altitude=8215.3, track=341.3, ground_speed=225.2)","AttitudeData(true_heading=341.3, pitch=2.55, roll=-0.0)",1744315366.6188438
"GPSData(longitude=15.8332, latitude=49.4807, altitude=8220.1, track=341.3, ground_speed=225.3)","AttitudeData(true_heading=341.3, pitch=2.55, roll=-0.01)",1744315367.6324139
"GPSData(longitude=15.8322, latitude=49.4827, altitude=8224.8, track=341.3, ground_speed=225.3)","AttitudeData(true_heading=341.3, pitch=2.55, roll=-0.0)",1744315368.6454442
"GPSData(longitude=15.8313, latitude=49.4844, altitude=8228.6, track=341.3, ground_speed=225.4)","AttitudeData(true_heading=341.3, pitch=2.54, roll=-0.0)",1744315369.65834
"GPSData(longitude=15.8303, latitude=49.4863, altitude=8233.3, track=341.3, ground_speed=225.4)","AttitudeData(true_heading=341.3, pitch=2.54, roll=-0.01)",1744315370.6719859
"GPSData(longitude=15.8292, latitude=49.4883, altitude=8237.9, track=341.3, ground_speed=225.5)","AttitudeData(true_heading=341.3, pitch=2.54, roll=-0.0)",1744315371.6876469
"GPSData(longitude=15.8282, latitude=49.4903, altitude=8242.6, track=341.3, ground_speed=225.5)","AttitudeData(true_heading=341.3, pitch=2.54, roll=-0.0)",1744315372.7016551
"GPSData(longitude=15.8272, latitude=49.4923, altitude=8247.3, track=341.3, ground_speed=225.6)","AttitudeData(true_heading=341.3, pitch=2.53, roll=-0.0)",1744315373.7190468
"GPSData(longitude=15.8261, latitude=49.4943, altitude=8251.9, track=341.3, ground_speed=225.6)","AttitudeData(true_heading=341.3, pitch=2.53, roll=-0.0)",1744315374.732639
"GPSData(longitude=15.8251, latitude=49.4964, altitude=8256.7, track=341.3, ground_speed=225.7)","AttitudeData(true_heading=341.3, pitch=2.53, roll=0.0)",1744315375.746022
"GPSData(longitude=15.8242, latitude=49.498, altitude=8260.4, track=341.3, ground_speed=225.7)","AttitudeData(true_heading=341.3, pitch=2.53, roll=-0.0)",1744315376.758443
"GPSData(longitude=15.8232, latitude=49.5, altitude=8265.0, track=341.3, ground_speed=225.8)","AttitudeData(true_heading=341.3, pitch=2.53, roll=0.0)",1744315377.773542
"GPSData(longitude=15.8221, latitude=49.502, altitude=8269.7, track=341.3, ground_speed=225.8)","AttitudeData(true_heading=341.3, pitch=2.52, roll=0.0)",1744315378.788477
"GPSData(longitude=15.8211, latitude=49.504, altitude=8274.4, track=341.3, ground_speed=225.9)","AttitudeData(true_heading=341.3, pitch=2.52, roll=-0.0)",1744315379.801454
"GPSData(longitude=15.82, latitude=49.506, altitude=8279.0, track=341.3, ground_speed=226.0)","AttitudeData(true_heading=341.3, pitch=2.52, roll=-0.0)",1744315380.8150342
"GPSData(longitude=15.819, latitude=49.508, altitude=8283.6, track=341.3, ground_speed=226.0)","AttitudeData(true_heading=341.3, pitch=2.52, roll=-0.0)",1744315381.829344
"GPSData(longitude=15.8179, latitude=49.51, altitude=8288.2, track=341.3, ground_speed=226.1)","AttitudeData(true_heading=341.3, pitch=2.51, roll=0.0)",1744315382.842815
"GPSData(longitude=15.8171, latitude=49.5116, altitude=8291.9, track=341.3, ground_speed=226.1)","AttitudeData(true_heading=341.3, pitch=2.51, roll=0.0)",1744315383.856867
"GPSData(longitude=15.816, latitude=49.5136, altitude=8296.5, track=341.3, ground_speed=226.2)","AttitudeData(true_heading=341.3, pitch=2.51, roll=-0.0)",1744315384.870121
"GPSData(longitude=15.815, latitude=49.5157, altitude=8301.1, track=341.3, ground_speed=226.2)","AttitudeData(true_heading=341.3, pitch=2.51, roll=-0.01)",1744315385.8843951
"GPSData(longitude=15.8139, latitude=49.5177, altitude=8305.7, track=341.3, ground_speed=226.3)","AttitudeData(true_heading=341.3, pitch=2.51, roll=-0.0)",1744315386.897137
"GPSData(longitude=15.8129, latitude=49.5197, altitude=8310.2, track=341.3, ground_speed=226.3)","AttitudeData(true_heading=341.3, pitch=2.51, roll=-0.0)",1744315387.911524
"GPSData(longitude=15.8118, latitude=49.5217, altitude=8314.8, track=341.3, ground_speed=226.4)","AttitudeData(true_heading=341.3, pitch=2.5, roll=-0.0)",1744315388.9257228
"GPSData(longitude=15.811, latitude=49.5233, altitude=8318.5, track=341.3, ground_speed=226.4)","AttitudeData(true_heading=341.3, pitch=2.5, roll=-0.0)",1744315389.940205
"GPSData(longitude=15.8099, latitude=49.5253, altitude=8323.1, track=341.3, ground_speed=226.5)","AttitudeData(true_heading=341.3, pitch=2.5, roll=-0.0)",1744315390.952853
"GPSData(longitude=15.8089, latitude=49.5273, altitude=8327.5, track=341.3, ground_speed=226.5)","AttitudeData(true_heading=341.3, pitch=2.5, roll=-0.0)",1744315391.965877
"GPSData(longitude=15.8079, latitude=49.5293, altitude=8332.1, track=341.3, ground_speed=226.6)","AttitudeData(true_heading=341.3, pitch=2.5, roll=-0.0)",1744315392.978863
"GPSData(longitude=15.8068, latitude=49.5314, altitude=8336.6, track=341.3, ground_speed=226.6)","AttitudeData(true_heading=341.3, pitch=2.49, roll=-0.01)",1744315393.99264
"GPSData(longitude=15.8058, latitude=49.5334, altitude=8341.2, track=341.3, ground_speed=226.7)","AttitudeData(true_heading=341.3, pitch=2.49, roll=-0.0)",1744315395.006112
"GPSData(longitude=15.8049, latitude=49.535, altitude=8344.8, track=341.3, ground_speed=226.7)","AttitudeData(true_heading=341.3, pitch=2.49, roll=0.0)",1744315396.018958
"GPSData(longitude=15.8038, latitude=49.537, altitude=8349.3, track=341.3, ground_speed=226.8)","AttitudeData(true_heading=341.3, pitch=2.49, roll=-0.01)",1744315397.032477
"GPSData(longitude=15.8028, latitude=49.5391, altitude=8353.9, track=341.3, ground_speed=226.8)","AttitudeData(true_heading=341.3, pitch=2.49, roll=-0.0)",1744315398.045414
"GPSData(longitude=15.8017, latitude=49.5411, altitude=8358.3, track=341.3, ground_speed=226.9)","AttitudeData(true_heading=341.3, pitch=2.49, roll=0.0)",1744315399.0591722
"GPSData(longitude=15.8007, latitude=49.5431, altitude=8362.8, track=341.3, ground_speed=226.9)","AttitudeData(true_heading=341.3, pitch=2.49, roll=-0.01)",1744315400.073615
"GPSData(longitude=15.7996, latitude=49.5451, altitude=8367.3, track=341.3, ground_speed=227.0)","AttitudeData(true_heading=341.3, pitch=2.49, roll=-0.01)",1744315401.087518
"GPSData(longitude=15.7988, latitude=49.5467, altitude=8370.9, track=341.3, ground_speed=227.0)","AttitudeData(true_heading=341.3, pitch=2.48, roll=-0.0)",1744315402.10076
"GPSData(longitude=15.7977, latitude=49.5487, altitude=8375.5, track=341.3, ground_speed=227.1)","AttitudeData(true_heading=341.3, pitch=2.48, roll=0.0)",1744315403.113277
"GPSData(longitude=15.7967, latitude=49.5508, altitude=8379.9, track=341.3, ground_speed=227.1)","AttitudeData(true_heading=341.3, pitch=2.48, roll=0.0)",1744315404.126987
"GPSData(longitude=15.7956, latitude=49.5527, altitude=8384.3, track=341.3, ground_speed=227.2)","AttitudeData(true_heading=341.3, pitch=2.48, roll=-0.0)",1744315405.140878
"GPSData(longitude=15.7946, latitude=49.5548, altitude=8388.8, track=341.3, ground_speed=227.2)","AttitudeData(true_heading=341.3, pitch=2.48, roll=0.0)",1744315406.154855
"GPSData(longitude=15.7935, latitude=49.5568, altitude=8393.2, track=341.3, ground_speed=227.3)","AttitudeData(true_heading=341.3, pitch=2.48, roll=0.0)",1744315407.168025
"GPSData(longitude=15.7924, latitude=49.5589, altitude=8397.7, track=341.3, ground_speed=227.3)","AttitudeData(true_heading=341.3, pitch=2.47, roll=-0.0)",1744315408.181715
"GPSData(longitude=15.7916, latitude=49.5605, altitude=8401.2, track=341.3, ground_speed=227.4)","AttitudeData(true_heading=341.3, pitch=2.47, roll=0.0)",1744315409.194836
"GPSData(longitude=15.7906, latitude=49.5625, altitude=8405.6, track=341.3, ground_speed=227.4)","AttitudeData(true_heading=341.3, pitch=2.47, roll=0.0)",1744315410.208502
"GPSData(longitude=15.7895, latitude=49.5645, altitude=8410.0, track=341.3, ground_speed=227.5)","AttitudeData(true_heading=341.3, pitch=2.47, roll=0.0)",1744315411.222071
"GPSData(longitude=15.7884, latitude=49.5666, altitude=8414.6, track=341.3, ground_speed=227.5)","AttitudeData(true_heading=341.3, pitch=2.47, roll=0.0)",1744315412.235937
"GPSData(longitude=15.7874, latitude=49.5686, altitude=8419.0, track=341.3, ground_speed=227.6)","AttitudeData(true_heading=341.3, pitch=2.47, roll=-0.0)",1744315413.250166
"GPSData(longitude=15.7863, latitude=49.5706, altitude=8423.3, track=341.3, ground_speed=227.6)","AttitudeData(true_heading=341.3, pitch=2.47, roll=0.0)",1744315414.2631822
"GPSData(longitude=15.7855, latitude=49.5722, altitude=8426.8, track=341.3, ground_speed=227.7)","AttitudeData(true_heading=341.3, pitch=2.46, roll=-0.0)",1744315415.275677
"GPSData(longitude=15.7844, latitude=49.5742, altitude=8431.2, track=341.3, ground_speed=227.7)","AttitudeData(true_heading=341.3, pitch=2.46, roll=-0.0)",1744315416.290751
"GPSData(longitude=15.7833, latitude=49.5763, altitude=8435.6, track=341.3, ground_speed=227.8)","AttitudeData(true_heading=341.3, pitch=2.46, roll=-0.0)",1744315417.305558
"GPSData(longitude=15.7823, latitude=49.5783, altitude=8440.0, track=341.2, ground_speed=227.8)","AttitudeData(true_heading=341.2, pitch=2.46, roll=0.0)",1744315418.318628
"GPSData(longitude=15.7812, latitude=49.5803, altitude=8444.4, track=341.2, ground_speed=227.9)","AttitudeData(true_heading=341.2, pitch=2.46, roll=-0.0)",1744315419.331232
"GPSData(longitude=15.7802, latitude=49.5823, altitude=8448.7, track=341.2, ground_speed=227.9)","AttitudeData(true_heading=341.2, pitch=2.46, roll=-0.0)",1744315420.345506
"GPSData(longitude=15.7791, latitude=49.5843, altitude=8453.1, track=341.2, ground_speed=228.0)","AttitudeData(true_heading=341.2, pitch=2.45, roll=-0.0)",1744315421.359474
"GPSData(longitude=15.7783, latitude=49.586, altitude=8456.5, track=341.2, ground_speed=228.0)","AttitudeData(true_heading=341.2, pitch=2.45, roll=-0.0)",1744315422.373127
"GPSData(longitude=15.7772, latitude=49.588, altitude=8460.9, track=341.2, ground_speed=228.1)","AttitudeData(true_heading=341.2, pitch=2.45, roll=-0.01)",1744315423.3879192
"GPSData(longitude=15.7761, latitude=49.59, altitude=8465.2, track=341.2, ground_speed=228.1)","AttitudeData(true_heading=341.2, pitch=2.45, roll=-0.0)",1744315424.402679
"GPSData(longitude=15.7751, latitude=49.5921, altitude=8469.6, track=341.2, ground_speed=228.2)","AttitudeData(true_heading=341.2, pitch=2.45, roll=-0.0)",1744315425.416739
"GPSData(longitude=15.774, latitude=49.5941, altitude=8473.9, track=341.2, ground_speed=228.2)","AttitudeData(true_heading=341.2, pitch=2.44, roll=-0.01)",1744315426.4307652
"GPSData(longitude=15.7729, latitude=49.5961, altitude=8478.3, track=341.2, ground_speed=228.3)","AttitudeData(true_heading=341.2, pitch=2.44, roll=-0.01)",1744315427.444538
"GPSData(longitude=15.7721, latitude=49.5978, altitude=8481.7, track=341.2, ground_speed=228.3)","AttitudeData(true_heading=341.2, pitch=2.44, roll=-0.01)",1744315428.4581409
"GPSData(longitude=15.7711, latitude=49.5998, altitude=8485.9, track=341.2, ground_speed=228.4)","AttitudeData(true_heading=341.2, pitch=2.44, roll=0.0)",1744315429.470751
"GPSData(longitude=15.77, latitude=49.6018, altitude=8490.2, track=341.2, ground_speed=228.4)","AttitudeData(true_heading=341.2, pitch=2.44, roll=0.0)",1744315430.484163
"GPSData(longitude=15.7689, latitude=49.6038, altitude=8494.5, track=341.2, ground_speed=228.5)","AttitudeData(true_heading=341.2, pitch=2.44, roll=-0.0)",1744315431.498528
"GPSData(longitude=15.7678, latitude=49.6059, altitude=8498.8, track=341.2, ground_speed=228.5)","AttitudeData(true_heading=341.2, pitch=2.43, roll=0.0)",1744315432.512237
"GPSData(longitude=15.7668, latitude=49.6079, altitude=8503.2, track=341.2, ground_speed=228.6)","AttitudeData(true_heading=341.2, pitch=2.43, roll=-0.0)",1744315433.5256178
"GPSData(longitude=15.7659, latitude=49.6096, altitude=8506.6, track=341.2, ground_speed=228.6)","AttitudeData(true_heading=341.2, pitch=2.43, roll=-0.0)",1744315434.539249
"GPSData(longitude=15.7648, latitude=49.6116, altitude=8510.8, track=341.2, ground_speed=228.7)","AttitudeData(true_heading=341.2, pitch=2.43, roll=-0.0)",1744315435.5533109
"GPSData(longitude=15.7638, latitude=49.6136, altitude=8515.1, track=341.2, ground_speed=228.7)","AttitudeData(true_heading=341.2, pitch=2.43, roll=0.0)",1744315436.567845
"GPSData(longitude=15.7627, latitude=49.6157, altitude=8519.3, track=341.2, ground_speed=228.8)","AttitudeData(true_heading=341.2, pitch=2.42, roll=0.0)",1744315437.580574
"GPSData(longitude=15.7617, latitude=49.6177, altitude=8523.6, track=341.2, ground_speed=228.8)","AttitudeData(true_heading=341.2, pitch=2.43, roll=0.01)",1744315438.595883
